 ,Value
1,395.720
2,425.988
3,436.598
4,443.293
5,451.390
6,456.829
7,459.963
8,466.122
9,460.744
10,463.756
11,473.976
12,472.122
13,470.854
14,473.146
15,472.829
16,470.439
17,476.915
18,477.024
19,477.561
20,473.890
21,475.829
22,479.793
23,483.171
24,481.951
25,479.110
26,476.512
27,473.878
28,477.902
29,485.488
30,474.244
31,477.854
32,477.354
33,476.805
34,485.220
35,481.293
36,479.537
37,484.634
38,484.402
39,483.439
40,478.073
41,482.293
42,490.488
43,489.854
44,488.366
45,483.841
46,493.902
47,494.061
48,486.280
49,485.098
50,492.402
51,492.244
52,487.488
53,484.683
54,492.780
55,488.622
56,486.744
57,500.549
58,495.939
59,490.537
60,494.646
61,492.476
62,491.939
63,497.244
64,496.110
65,500.049
66,494.220
67,500.098
68,496.744
69,496.988
70,502.988
71,486.049
72,491.573
73,493.793
74,508.293
75,506.183
76,503.244
77,505.976
78,503.756
79,506.463
80,503.829
81,508.976
82,512.183
83,508.634
84,506.037
85,513.598
86,512.451
87,511.390
88,512.451
89,514.512
90,515.293
91,509.841
92,518.585
93,515.159
94,512.744
95,510.329
96,516.341
97,510.939
98,517.720
99,518.866
100,519.732
101,519.012
102,515.549
103,516.561
104,525.280
105,519.427
106,521.732
107,515.146
108,521.573
109,524.110
110,530.037
111,524.378
112,526.476
113,520.512
114,525.451
115,520.244
116,522.988
117,530.732
118,530.293
119,535.037
120,531.317
121,527.110
122,533.780
123,545.341
124,531.793
125,526.780
126,532.537
127,544.512
128,545.061
129,540.573
130,539.829
131,538.915
132,540.195
133,536.610
134,535.195
135,530.390
136,545.951
137,542.195
138,547.268
139,543.976
140,543.378
141,540.695
142,547.427
143,545.451
144,548.902
145,555.500
146,544.244
147,548.951
148,550.183
149,560.744
150,543.439
151,548.220
152,552.610
153,557.439
154,554.146
155,547.232
156,557.683
157,560.366
158,556.195
159,557.805
160,559.061
161,558.768
162,564.110
163,562.573
164,560.951
165,573.585
166,565.915
167,561.061
168,564.402
169,569.195
170,563.329
171,567.512
172,577.573
173,572.646
174,575.646
175,568.415
176,569.256
177,575.341
178,579.012
179,578.293
180,570.049
181,573.488
182,581.512
183,586.585
184,583.195
185,582.915
186,579.866
187,590.207
188,589.232
189,581.854
190,582.171
191,593.573
192,586.744
193,589.805
194,598.549
195,600.341
196,600.390
197,592.768
198,600.780
199,594.902
200,601.146
201,600.049
202,603.232
203,607.817
204,605.537
205,603.793
206,606.768
207,609.646
208,606.293
209,605.451
210,608.341
211,611.817
212,617.476
213,610.244
214,615.976
215,611.707
216,611.366
217,608.866
218,615.451
219,620.561
220,625.037
221,626.134
222,621.585
223,619.902
224,628.549
225,628.841
226,623.244
227,631.268
228,624.207
229,631.232
230,636.573
231,630.439
232,632.500
233,636.134
234,629.549
235,634.427
236,641.134
237,638.268
238,643.976
239,636.366
240,642.524
241,634.634
242,653.000
243,655.293
244,655.305
245,646.378
246,652.073
247,652.366
248,650.146
249,655.549
250,649.244
251,654.963
252,657.427
253,655.024
254,656.354
255,654.951
256,658.561
257,667.720
258,663.915
259,665.817
260,665.768
261,666.841
262,664.866
263,666.854
264,672.195
265,665.171
266,667.354
267,678.427
268,684.000
269,675.573
270,679.732
271,677.683
272,681.866
273,686.805
274,683.500
275,680.232
276,680.354
277,676.683
278,689.341
279,683.537
280,690.646
281,695.427
282,691.183
283,690.927
284,693.659
285,700.329
286,696.744
287,693.232
288,704.073
289,702.646
290,694.732
291,698.780
292,706.000
293,708.500
294,708.134
295,723.756
296,709.768
297,715.598
298,715.659
299,712.561
300,715.598
301,710.476
302,716.402
303,716.878
304,725.256
305,721.866
306,724.610
307,719.902
308,734.146
309,731.329
310,727.463
311,737.927
312,731.354
313,734.768
314,741.366
315,741.073
316,736.329
317,743.768
318,736.976
319,738.720
320,740.134
321,739.768
322,751.463
323,741.244
324,744.817
325,755.488
326,753.317
327,754.256
328,757.061
329,759.817
330,757.256
331,766.098
332,766.171
333,763.720
334,767.585
335,765.134
336,771.707
337,774.829
338,773.976
339,778.683
340,774.707
341,776.524
342,773.585
343,779.037
344,788.915
345,785.854
346,782.549
347,785.341
348,781.427
349,783.195
350,782.463
351,796.085
352,797.683
353,789.293
354,782.878
355,789.902
356,795.817
357,803.244
358,798.305
359,801.634
360,795.512
361,796.451
362,799.061
363,811.061
364,809.793
365,806.134
366,806.463
367,819.622
368,811.098
369,821.183
370,813.841
371,815.000
372,822.098
373,823.280
374,824.000
375,824.268
376,832.085
377,831.341
378,830.000
379,829.915
380,826.073
381,837.561
382,838.976
383,837.439
384,841.476
385,847.561
386,842.024
387,848.939
388,844.817
389,846.695
390,853.988
391,849.476
392,850.317
393,851.427
394,857.963
395,867.634
396,859.732
397,856.012
398,850.451
399,863.134
400,862.073
401,867.366
402,866.841
403,866.988
404,874.585
405,882.622
406,887.768
407,881.951
408,886.780
409,890.146
410,879.793
411,880.146
412,884.780
413,889.890
414,891.659
415,898.024
416,891.012
417,901.671
418,894.000
419,892.732
420,908.146
421,910.207
422,897.537
423,901.951
424,899.902
425,911.841
426,908.000
427,911.476
428,908.963
429,917.988
430,919.963
431,920.841
432,919.390
433,926.500
434,922.707
435,922.354
436,929.049
437,932.902
438,930.524
439,935.524
440,932.476
441,944.988
442,942.122
443,941.000
444,942.171
445,937.622
446,941.171
447,937.500
448,953.146
449,949.610
450,951.683
451,947.817
452,953.744
453,954.220
454,946.500
455,953.854
456,951.768
457,959.451
458,954.817
459,957.415
460,955.061
461,967.463
462,955.927
463,959.561
464,963.329
465,954.232
466,957.329
467,961.305
468,972.805
469,970.598
470,981.805
471,980.683
472,977.207
473,979.073
474,972.976
475,983.683
476,987.927
477,988.817
478,995.805
479,1000.024
480,999.915
481,995.549
482,998.902
483,999.866
484,1004.829
485,1001.695
486,994.183
487,1012.427
488,1017.463
489,1018.537
490,1009.488
491,1013.171
492,1028.098
493,1029.585
494,1023.171
495,1020.390
496,1030.854
497,1045.598
498,1035.171
499,1031.963
500,1039.024
501,1038.280
502,1047.646
503,1037.841
504,1055.037
505,1049.829
506,1053.012
507,1048.146
508,1052.122
509,1051.695
510,1053.390
511,1072.366
512,1059.854
513,1070.915
514,1067.854
515,1072.061
516,1065.573
517,1062.317
518,1070.098
519,1076.854
520,1083.049
521,1090.488
522,1072.927
523,1090.207
524,1081.878
525,1087.927
526,1092.524
527,1103.134
528,1102.293
529,1091.573
