 ,Value
1,315.659
2,330.378
3,338.049
4,341.988
5,352.354
6,351.000
7,348.866
8,357.220
9,357.439
10,352.573
11,357.866
12,355.439
13,358.598
14,358.537
15,351.598
16,362.085
17,360.488
18,360.537
19,362.805
20,368.488
21,363.671
22,363.280
23,363.146
24,363.683
25,363.524
26,362.805
27,360.146
28,368.939
29,363.793
30,362.012
31,365.244
32,366.220
33,367.183
34,366.341
35,368.829
36,369.646
37,364.951
38,367.829
39,370.598
40,371.610
41,368.634
42,374.280
43,372.915
44,369.305
45,369.890
46,369.585
47,367.817
48,367.902
49,369.707
50,379.122
51,373.098
52,369.744
53,378.988
54,375.951
55,376.780
56,379.134
57,382.537
58,379.537
59,376.476
60,384.915
61,374.854
62,377.463
63,378.634
64,383.988
65,382.415
66,386.061
67,379.085
68,388.744
69,385.098
70,384.329
71,375.366
72,377.207
73,375.927
74,377.683
75,382.171
76,387.317
77,381.122
78,388.610
79,390.317
80,381.841
81,391.427
82,393.122
83,388.622
84,385.354
85,387.073
86,394.439
87,390.317
88,383.841
89,390.366
90,385.695
91,391.488
92,390.561
93,393.427
94,399.439
95,400.683
96,405.561
97,390.524
98,393.256
99,397.683
100,396.390
101,397.512
102,396.598
103,392.061
104,396.793
105,400.037
106,402.780
107,404.415
108,403.256
109,397.890
110,403.854
111,399.573
112,401.780
113,406.195
114,409.951
115,407.927
116,409.915
117,413.988
118,409.720
119,407.854
120,408.280
121,408.817
122,412.585
123,409.488
124,408.634
125,409.683
126,411.329
127,412.561
128,416.939
129,419.805
130,420.037
131,414.293
132,414.317
133,417.049
134,421.695
135,420.073
136,428.585
137,421.951
138,420.439
139,424.939
140,424.195
141,426.220
142,423.195
143,427.549
144,428.110
145,435.646
146,425.183
147,433.110
148,430.902
149,432.768
150,435.159
151,425.573
152,432.756
153,436.866
154,436.829
155,432.488
156,438.183
157,436.110
158,440.854
159,437.354
160,447.500
161,433.622
162,440.207
163,445.171
164,446.854
165,448.707
166,450.549
167,448.012
168,447.622
169,448.207
170,453.024
171,451.354
172,445.756
173,454.451
174,455.427
175,451.659
176,456.610
177,454.537
178,462.549
179,460.695
180,458.878
181,463.439
182,462.171
183,465.829
184,462.780
185,468.537
186,464.963
187,461.500
188,472.195
189,465.512
190,464.463
191,469.378
192,469.915
193,469.476
194,473.183
195,476.024
196,475.744
197,469.744
198,481.390
199,476.756
200,486.866
201,479.768
202,481.280
203,483.622
204,485.890
205,479.098
206,487.195
207,487.695
208,485.110
209,486.890
210,485.610
211,495.890
212,489.744
213,485.402
214,501.378
215,491.354
216,496.695
217,497.171
218,498.817
219,493.866
220,498.659
221,496.049
222,499.829
223,500.378
224,501.488
225,502.512
226,503.610
227,506.000
228,506.610
229,501.488
230,507.805
231,512.829
232,515.963
233,509.988
234,508.122
235,518.159
236,511.378
237,512.573
238,513.988
239,522.024
240,520.122
241,523.183
242,524.207
243,531.061
244,527.146
245,531.878
246,530.500
247,537.427
248,534.085
249,532.902
250,531.329
251,529.427
252,535.171
253,533.171
254,541.732
255,536.610
256,540.317
257,545.683
258,543.963
259,547.317
260,543.451
261,554.988
262,555.549
263,548.646
264,549.256
265,556.585
266,560.415
267,558.537
268,558.110
269,563.780
270,555.280
271,563.500
272,563.256
273,564.695
274,564.671
275,567.707
276,565.354
277,564.537
278,573.463
279,575.244
280,576.524
281,580.171
282,574.293
283,579.549
284,582.841
285,583.598
286,577.659
287,585.683
288,588.134
289,586.317
290,583.939
291,591.537
292,598.988
293,600.000
294,593.878
295,595.598
296,602.024
297,595.244
298,609.671
299,604.110
300,605.537
301,611.463
302,611.402
303,612.293
304,608.890
305,616.085
306,615.671
307,611.890
308,617.098
309,613.073
310,624.951
311,620.829
312,615.866
313,622.110
314,619.110
315,620.866
316,625.305
317,625.622
318,636.366
319,629.976
320,635.305
321,641.951
322,635.280
323,636.780
324,636.829
325,641.622
326,636.354
327,644.793
328,640.378
329,648.561
330,640.293
331,647.866
332,645.683
333,645.366
334,651.134
335,656.841
336,666.293
337,660.134
338,665.976
339,668.756
340,669.195
341,668.524
342,673.000
343,671.146
344,664.976
345,671.171
346,670.866
347,674.085
348,675.610
349,680.646
350,675.134
351,681.024
352,690.927
353,686.671
354,686.988
355,690.500
356,690.890
357,698.012
358,697.866
359,697.390
360,688.841
361,691.402
362,696.085
363,704.671
364,706.963
365,699.780
366,702.024
367,710.659
368,707.610
369,707.366
370,716.073
371,723.951
372,716.878
373,724.159
374,714.000
375,719.646
376,720.220
377,732.549
378,727.061
379,732.817
380,729.146
381,727.012
382,731.659
383,735.951
384,740.878
385,738.573
386,739.634
387,739.256
388,745.244
389,753.829
390,750.646
391,749.195
392,753.622
393,752.854
394,762.220
395,765.390
396,762.524
397,760.256
