 ,Value
1,652.244
2,689.512
3,701.537
4,727.805
5,736.024
6,747.415
7,757.939
8,755.073
9,756.622
10,761.951
11,753.707
12,756.512
13,760.976
14,768.585
15,760.439
16,772.915
17,771.476
18,762.841
19,768.537
20,785.488
21,774.671
22,769.768
23,783.915
24,785.183
25,777.890
26,783.622
27,786.305
28,787.707
29,790.244
30,788.805
31,791.500
32,791.305
33,784.512
34,785.159
35,788.049
36,787.256
37,789.756
38,793.683
39,791.512
40,788.232
41,787.098
42,796.476
43,803.329
44,803.061
45,793.598
46,793.488
47,793.683
48,794.890
49,787.939
50,796.793
51,799.024
52,807.366
53,807.280
54,809.317
55,810.037
56,809.427
57,807.988
58,816.000
59,803.512
60,814.646
61,803.500
62,807.488
63,812.488
64,804.902
65,810.110
66,815.085
67,808.939
68,808.159
69,815.598
70,814.195
71,800.512
72,800.451
73,806.049
74,807.683
75,815.854
76,815.012
77,807.073
78,815.549
79,822.976
80,813.280
81,825.573
82,819.732
83,818.878
84,822.756
85,820.415
86,815.927
87,820.646
88,813.488
89,815.354
90,822.122
91,822.902
92,821.549
93,820.512
94,831.549
95,823.915
96,822.244
97,822.073
98,833.366
99,824.622
100,835.183
101,824.793
102,831.841
103,833.988
104,826.378
105,832.720
106,831.134
107,837.390
108,837.317
109,829.134
110,837.634
111,832.951
112,839.671
113,838.805
114,839.341
115,831.317
116,832.890
117,835.110
118,846.707
119,840.659
120,839.500
121,841.683
122,838.244
123,846.049
124,842.524
125,837.207
126,841.659
127,845.305
128,849.732
129,839.598
130,844.317
131,844.622
132,847.915
133,844.232
134,849.671
135,855.085
136,849.085
137,843.061
138,853.671
139,845.061
140,846.927
141,853.927
142,848.415
143,854.329
144,844.293
145,850.720
146,852.207
147,851.707
148,854.732
149,856.634
150,857.793
151,853.598
152,856.622
153,858.232
154,865.976
155,865.341
156,860.122
157,866.646
158,871.598
159,862.329
160,862.707
161,863.793
162,863.341
163,865.963
164,860.110
165,866.171
166,867.024
167,866.732
168,873.000
169,875.256
170,865.463
171,873.402
172,872.732
173,880.244
174,874.573
175,867.280
176,879.329
177,874.476
178,883.402
179,884.366
180,879.610
181,878.549
182,887.000
183,874.598
184,880.671
185,881.683
186,882.524
187,883.598
188,886.646
189,887.537
190,897.341
191,887.671
192,890.146
193,882.866
194,903.915
195,889.549
196,895.854
197,892.829
198,896.195
199,893.671
200,894.695
201,896.024
202,896.902
203,903.634
204,908.280
205,910.854
206,895.829
207,904.293
208,907.037
209,900.793
210,903.988
211,908.854
212,910.256
213,903.610
214,902.012
215,904.341
216,906.866
217,906.817
218,913.402
219,908.488
220,910.744
221,906.415
222,904.341
223,912.695
224,916.073
225,918.902
226,921.780
227,918.329
228,925.841
229,912.451
230,921.890
231,923.939
232,918.537
233,920.610
234,919.439
235,918.000
236,926.561
237,929.829
238,927.049
239,920.293
240,934.232
241,927.585
242,931.634
243,928.598
244,936.049
245,932.402
246,926.707
247,936.988
248,938.646
249,934.415
250,935.988
251,931.390
252,942.927
253,951.988
254,934.817
255,940.463
256,949.683
257,938.500
258,947.634
259,936.720
260,945.634
261,952.463
262,952.329
263,953.122
264,947.890
265,953.268
266,954.671
267,949.939
268,951.659
269,958.756
270,957.195
271,968.720
272,955.110
273,962.268
274,964.707
275,962.183
276,969.378
277,959.939
278,968.439
279,967.524
280,954.598
281,966.939
282,961.293
283,964.354
284,967.220
285,962.902
286,966.098
287,971.744
288,967.183
289,965.427
290,972.585
291,968.537
292,972.659
293,976.671
294,976.951
