 ,Value
1,726.402
2,771.451
3,792.988
4,809.707
5,822.793
6,836.866
7,844.988
8,840.659
9,848.354
10,853.695
11,849.902
12,857.500
13,859.390
14,861.232
15,861.317
16,855.927
17,865.488
18,862.622
19,870.976
20,865.878
21,868.829
22,868.232
23,872.829
24,880.512
25,876.329
26,875.122
27,877.585
28,876.963
29,878.817
30,879.207
31,880.963
32,884.305
33,890.146
34,885.817
35,880.890
36,888.244
37,887.341
38,876.634
39,877.098
40,885.683
41,888.293
42,884.976
43,885.220
44,890.488
45,882.183
46,889.451
47,891.585
48,893.439
49,891.207
50,886.634
51,892.854
52,891.488
53,892.549
54,898.317
55,899.976
56,899.451
57,897.451
58,896.854
59,898.622
60,902.720
61,903.049
62,905.280
63,900.573
64,899.683
65,906.085
66,906.061
67,909.378
68,908.171
69,906.293
70,908.988
71,896.841
72,891.110
73,904.244
74,899.671
75,906.988
76,910.305
77,907.866
78,900.805
79,905.744
80,903.195
81,913.683
82,910.585
83,911.659
84,914.000
85,913.329
86,911.049
87,906.159
88,904.817
89,909.537
90,910.305
91,909.732
92,911.427
93,915.915
94,917.085
95,923.829
96,921.951
97,918.268
98,926.378
99,928.232
100,927.171
101,923.012
102,930.890
103,933.902
104,921.817
105,928.732
106,925.207
107,924.427
108,927.671
109,924.561
110,929.183
111,930.110
112,924.268
113,928.585
114,929.293
115,926.671
116,923.780
117,936.329
118,932.024
119,937.122
120,937.793
121,923.366
122,930.134
123,927.476
124,938.171
125,938.512
126,940.780
127,942.732
128,938.841
129,936.415
130,936.744
131,934.598
132,939.268
133,941.805
134,938.707
135,937.841
136,943.549
137,936.280
138,943.159
139,943.841
140,943.854
141,944.061
142,949.256
143,943.915
144,942.841
145,946.561
146,955.707
147,943.305
148,949.915
149,956.415
150,950.012
151,942.488
152,943.256
153,947.244
154,962.841
155,948.183
156,951.329
157,948.927
158,952.866
159,951.476
160,955.098
161,958.171
162,948.720
163,963.329
164,962.780
165,965.439
166,957.012
167,968.732
168,967.878
169,965.244
170,961.622
171,969.366
172,970.927
173,968.268
174,962.890
175,964.793
176,964.720
177,968.744
178,972.073
179,966.805
180,963.390
181,964.829
182,972.671
183,969.317
184,973.171
185,975.329
186,971.695
187,978.793
188,982.366
189,970.902
190,975.427
191,975.646
192,976.951
193,980.841
194,971.976
195,974.280
196,983.866
197,981.037
198,978.305
199,983.415
200,982.085
201,973.354
202,984.854
203,982.000
204,979.646
205,983.037
206,978.085
207,990.317
208,999.354
209,1004.110
210,988.000
211,981.256
212,985.500
213,999.256
214,989.573
215,995.110
216,996.585
217,994.756
218,1003.854
219,998.098
220,991.207
221,1002.634
222,1004.610
223,1003.780
224,998.366
225,1008.976
226,1010.329
227,998.134
228,999.695
229,1010.317
230,1011.829
231,1007.098
232,1007.610
233,1008.244
234,1008.585
235,1009.000
236,1008.037
237,1007.549
238,1002.939
239,1002.695
240,1019.061
241,1017.622
242,1014.329
243,1022.756
244,1011.171
245,1009.268
246,1012.573
247,1010.720
248,1016.695
249,1015.024
250,1013.902
251,1020.573
252,1028.451
253,1010.805
254,1019.988
255,1020.927
256,1023.549
257,1021.110
258,1019.659
259,1022.780
260,1031.476
261,1028.146
262,1025.720
263,1029.927
264,1030.671
265,1021.354
266,1038.439
267,1037.341
268,1043.866
269,1027.951
270,1032.512
271,1038.866
272,1036.817
273,1035.293
274,1026.768
275,1036.220
276,1040.207
277,1042.768
278,1034.415
279,1049.134
280,1042.024
281,1052.024
282,1039.976
283,1044.695
284,1049.463
285,1049.317
286,1055.793
287,1052.085
288,1048.659
289,1042.768
290,1046.268
291,1045.415
292,1052.378
293,1048.598
294,1064.110
295,1052.720
296,1055.439
297,1058.378
298,1050.683
299,1056.622
300,1051.976
301,1056.817
302,1068.098
303,1064.817
304,1065.366
305,1064.622
306,1057.171
307,1062.244
308,1063.220
309,1070.037
310,1061.500
311,1060.671
312,1061.817
313,1068.671
314,1067.305
315,1071.317
316,1065.037
317,1066.000
318,1072.598
319,1070.878
320,1070.793
321,1064.878
322,1071.549
323,1086.890
324,1077.183
325,1070.073
326,1078.939
327,1075.268
328,1077.146
329,1072.463
330,1073.451
331,1075.902
332,1074.610
333,1088.366
334,1089.000
335,1080.634
336,1084.915
337,1089.732
338,1077.232
339,1081.366
340,1082.146
341,1081.732
342,1075.659
343,1092.476
344,1090.256
345,1088.634
346,1090.451
347,1093.939
348,1102.585
349,1087.305
350,1091.720
351,1100.000
352,1107.232
353,1105.866
354,1097.841
355,1103.878
356,1097.427
357,1095.037
358,1093.134
359,1102.024
360,1096.963
361,1099.427
362,1097.915
363,1107.878
364,1100.878
365,1085.354
366,1101.085
367,1107.732
368,1108.939
369,1113.988
370,1102.549
371,1100.793
372,1119.780
373,1098.439
374,1106.061
375,1106.427
376,1122.829
377,1111.890
378,1111.780
379,1108.963
380,1110.451
381,1105.305
382,1115.793
383,1108.329
384,1118.854
385,1112.244
386,1116.390
387,1127.488
388,1131.732
389,1122.756
390,1125.207
391,1129.768
392,1121.890
393,1126.061
394,1132.683
395,1131.854
396,1128.146
397,1135.024
398,1138.463
399,1132.329
400,1138.012
401,1139.780
402,1134.561
403,1131.098
404,1139.841
405,1141.427
406,1144.768
407,1146.329
408,1138.622
409,1139.488
410,1146.634
411,1144.793
412,1141.854
413,1143.939
414,1137.671
415,1139.817
416,1136.024
417,1150.000
418,1143.207
419,1146.878
420,1154.561
421,1157.841
422,1150.512
423,1153.146
424,1152.402
425,1157.841
426,1155.268
427,1148.098
428,1158.451
429,1159.890
430,1172.341
431,1154.744
432,1158.341
433,1171.988
434,1165.512
435,1160.561
436,1176.707
437,1175.366
438,1178.195
439,1174.134
440,1174.439
441,1173.793
442,1171.744
443,1174.598
444,1172.537
445,1170.415
446,1176.402
447,1179.402
448,1171.134
449,1172.415
450,1165.841
451,1170.732
452,1165.707
453,1161.829
454,1169.561
455,1183.805
456,1169.024
457,1165.293
458,1165.488
459,1165.390
460,1162.927
461,1171.683
462,1162.134
463,1170.805
464,1164.293
465,1168.573
466,1169.683
467,1173.280
468,1176.280
469,1176.524
470,1167.329
471,1176.402
472,1190.512
473,1174.829
474,1180.988
475,1185.037
476,1187.854
477,1187.256
478,1197.878
479,1186.220
480,1190.183
481,1195.646
482,1188.488
483,1191.671
484,1195.305
485,1202.451
486,1200.476
487,1196.159
488,1194.317
489,1201.610
490,1197.500
491,1207.341
492,1189.122
493,1199.293
494,1203.512
495,1198.354
496,1200.463
497,1206.402
498,1206.659
499,1214.841
500,1210.976
501,1220.183
502,1217.171
503,1218.232
504,1215.402
505,1221.512
506,1226.451
507,1223.805
508,1223.159
509,1228.098
510,1226.927
511,1233.939
512,1228.354
513,1226.159
514,1231.512
515,1237.976
516,1240.000
517,1235.622
518,1239.512
519,1244.366
520,1241.951
521,1236.427
522,1242.463
523,1239.610
524,1232.866
525,1231.280
526,1231.390
527,1246.573
528,1247.427
529,1241.817
530,1249.890
531,1245.329
532,1251.305
533,1249.378
534,1247.451
535,1252.341
536,1246.549
537,1250.854
538,1246.390
539,1251.500
540,1248.293
541,1259.110
542,1262.268
543,1251.634
544,1252.171
545,1259.378
546,1268.951
547,1254.000
548,1259.671
549,1264.037
550,1264.976
551,1260.037
552,1264.939
553,1263.939
554,1262.354
555,1264.244
556,1272.463
557,1271.122
558,1270.244
559,1265.671
560,1272.049
561,1273.366
562,1276.110
563,1271.110
564,1271.707
565,1263.878
566,1274.037
567,1275.195
568,1269.171
569,1280.463
570,1275.915
571,1277.293
572,1277.256
573,1275.085
574,1293.207
575,1279.707
576,1284.293
577,1290.720
578,1295.585
579,1289.915
580,1279.524
581,1290.098
582,1287.817
583,1298.951
584,1280.610
585,1295.037
586,1288.354
587,1297.366
588,1291.634
589,1302.195
590,1292.317
591,1298.439
592,1292.951
593,1302.524
594,1313.573
595,1298.537
596,1301.561
597,1300.098
598,1303.720
599,1297.463
600,1309.500
601,1308.622
602,1298.732
603,1305.402
604,1303.512
605,1303.280
606,1306.171
607,1316.463
608,1306.085
609,1315.854
610,1312.061
611,1312.415
612,1324.146
613,1308.061
614,1313.976
615,1313.610
616,1322.549
617,1306.951
618,1314.463
619,1326.000
620,1319.805
621,1318.744
622,1317.878
623,1309.524
624,1316.305
625,1324.610
626,1320.305
627,1314.012
628,1314.049
629,1334.976
630,1325.122
631,1327.500
632,1320.451
633,1327.976
634,1339.354
635,1326.232
636,1336.171
637,1332.659
638,1328.378
639,1340.354
640,1341.671
641,1344.402
642,1334.854
643,1341.488
644,1333.085
645,1344.585
646,1330.439
647,1346.720
648,1346.427
649,1333.427
650,1345.402
651,1343.061
652,1350.939
653,1343.610
654,1336.927
655,1352.951
656,1349.085
657,1353.988
658,1357.037
659,1361.707
660,1362.183
661,1361.573
662,1357.280
663,1353.561
664,1357.780
665,1357.902
666,1359.366
667,1353.585
668,1358.988
669,1359.354
670,1356.927
671,1356.220
672,1358.171
673,1355.488
674,1366.988
675,1353.159
676,1359.329
677,1351.573
678,1355.341
679,1367.354
680,1362.976
681,1369.951
682,1364.878
683,1367.585
684,1360.146
685,1365.634
686,1373.476
687,1372.768
688,1371.500
689,1372.159
690,1372.402
691,1376.488
692,1383.561
693,1380.829
694,1375.744
695,1375.610
696,1377.024
697,1384.061
698,1381.720
699,1378.622
700,1377.171
701,1386.549
702,1383.951
703,1379.915
704,1377.256
705,1370.610
706,1382.488
707,1385.476
708,1386.707
709,1380.244
710,1380.268
711,1381.305
712,1389.805
713,1387.268
714,1395.085
715,1395.476
716,1400.549
717,1389.524
718,1395.293
719,1396.256
720,1394.805
721,1385.829
722,1410.646
723,1395.110
724,1399.122
725,1397.756
726,1412.317
727,1399.951
728,1381.341
729,1393.976
730,1399.622
731,1398.829
732,1397.220
733,1395.476
734,1400.073
