 ,Value
1,278.817
2,285.585
3,287.878
4,296.902
5,299.012
6,297.195
7,298.671
8,304.122
9,299.354
10,299.939
11,300.622
12,299.610
13,300.037
14,299.098
15,303.305
16,305.049
17,303.463
18,306.244
19,299.500
20,305.902
21,303.341
22,303.939
23,304.854
24,303.988
25,310.634
26,310.317
27,311.390
28,307.390
29,310.073
30,303.232
31,307.963
32,311.305
33,305.146
34,309.537
35,311.134
36,310.549
37,316.329
38,312.378
39,314.195
40,309.329
41,310.634
42,312.793
43,315.524
44,313.793
45,319.207
46,317.280
47,318.098
48,318.122
49,310.366
50,315.098
51,314.927
52,319.634
53,315.256
54,313.732
55,313.537
56,319.268
57,316.671
58,315.573
59,317.049
60,315.378
61,322.622
62,315.159
63,317.512
64,320.159
65,315.659
66,317.305
67,323.866
68,318.646
69,320.061
70,326.146
71,310.866
72,312.915
73,318.305
74,329.671
75,325.817
76,327.244
77,326.146
78,326.854
79,329.244
80,326.866
81,330.451
82,327.659
83,329.207
84,327.134
85,328.915
86,332.110
87,323.146
88,328.780
89,336.549
90,325.134
91,333.756
92,331.695
93,324.780
94,335.915
95,335.561
96,336.159
97,336.427
98,340.780
99,336.793
100,334.732
101,338.646
102,340.524
103,338.305
104,342.000
105,344.098
106,337.073
107,345.805
108,341.768
109,340.878
110,341.110
111,345.280
112,348.561
113,345.768
114,345.756
115,342.598
116,344.378
117,351.720
118,348.000
119,345.012
120,351.951
121,349.159
122,345.634
123,350.402
124,352.573
125,347.561
126,352.646
127,352.902
128,350.951
129,351.866
130,359.085
131,351.963
132,356.061
133,358.049
134,348.646
135,355.427
136,355.110
137,359.049
138,362.634
139,366.622
140,367.634
141,362.451
142,364.293
143,363.366
144,364.439
145,367.305
146,366.134
147,371.451
148,369.805
149,373.659
150,370.976
151,368.976
152,376.683
153,369.768
154,366.951
155,373.610
156,374.268
157,377.659
158,376.305
159,374.341
160,378.976
161,377.244
162,381.549
163,374.573
164,377.220
165,378.439
166,381.573
167,380.402
168,379.646
169,383.561
170,387.793
171,384.378
172,382.988
173,381.280
174,387.073
175,390.073
176,391.061
177,392.585
178,396.171
179,394.317
180,393.268
181,397.280
182,393.195
183,400.232
184,399.927
185,405.610
186,396.976
187,396.390
188,399.256
189,397.732
190,402.963
191,402.366
192,403.134
193,405.195
194,409.902
195,411.915
196,411.500
197,421.061
198,413.024
199,413.061
200,417.683
201,417.329
202,416.195
203,423.524
204,416.695
205,418.780
206,423.280
207,421.939
208,425.183
209,423.866
210,423.720
211,426.695
212,425.951
213,426.854
214,432.744
215,432.890
216,430.756
217,435.512
218,430.866
219,438.195
220,439.439
221,436.817
222,439.634
223,440.305
224,438.768
225,444.573
226,442.756
227,442.293
228,444.537
229,444.012
230,449.890
231,445.780
232,451.878
233,454.354
234,455.598
235,451.390
236,451.488
237,465.439
238,455.537
239,457.707
240,462.585
241,463.268
242,464.634
243,468.402
244,456.732
245,465.732
246,464.634
247,468.244
248,470.793
249,468.098
250,470.098
251,476.171
252,470.012
253,470.878
254,471.732
255,479.988
256,470.402
257,476.366
258,477.451
259,485.805
260,476.695
261,484.512
262,486.402
263,486.744
264,498.134
265,485.927
266,490.451
267,496.561
268,494.354
269,500.293
270,496.756
271,499.695
272,494.390
273,503.744
274,510.817
275,515.427
276,511.232
277,506.732
278,506.134
279,512.354
280,514.634
281,509.073
