 ,Value
1,595.854
2,629.671
3,661.451
4,667.634
5,683.768
6,690.366
7,697.024
8,685.537
9,697.207
10,706.671
11,707.366
12,704.951
13,703.183
14,717.524
15,712.646
16,704.012
17,717.671
18,713.622
19,700.049
20,705.463
21,712.354
22,714.378
23,711.585
24,719.756
25,721.500
26,714.890
27,717.134
28,726.768
29,721.476
30,723.037
31,720.549
32,725.341
33,710.085
34,725.427
35,717.793
36,722.098
37,728.915
38,731.902
39,726.427
40,736.085
41,731.159
42,726.451
43,731.817
44,724.780
45,723.963
46,727.902
47,729.634
48,739.268
49,741.793
50,732.085
51,734.902
52,730.451
53,737.610
54,738.402
55,738.744
56,734.463
57,727.902
58,742.317
59,736.573
60,748.451
61,741.317
62,745.878
63,746.085
64,745.573
65,739.061
66,741.037
67,749.415
68,748.915
69,745.134
70,754.280
71,734.610
72,735.256
73,746.171
74,744.085
75,744.780
76,743.585
77,751.171
78,744.195
79,757.854
80,758.549
81,756.902
82,758.939
83,759.000
84,752.341
85,747.659
86,755.390
87,753.402
88,758.512
89,758.073
90,760.122
91,763.671
92,764.268
93,758.049
94,761.622
95,762.780
96,763.683
97,754.927
98,750.524
99,762.488
100,756.134
101,763.268
102,764.915
103,769.598
104,770.683
105,770.683
106,768.488
107,765.707
108,770.585
109,768.866
110,773.720
111,773.927
112,773.317
113,776.073
114,775.780
115,774.707
116,771.963
117,768.171
118,766.671
119,777.183
120,773.024
121,778.573
122,776.963
123,772.780
124,777.939
125,779.963
126,777.610
127,771.415
128,785.854
129,784.561
130,780.317
131,783.707
132,789.293
133,785.268
134,781.963
135,782.915
136,784.390
137,783.512
138,782.195
139,785.000
140,792.232
141,794.061
142,783.317
143,783.110
144,789.122
145,796.354
146,789.524
147,799.659
148,784.780
149,787.695
150,799.427
151,793.573
152,794.463
153,795.207
154,802.220
155,798.268
156,793.585
157,798.037
158,800.500
159,799.951
160,798.622
161,799.329
162,801.451
163,809.317
164,803.720
165,807.171
166,812.390
167,808.000
168,806.963
169,809.012
170,813.512
171,805.085
172,810.305
173,811.402
174,817.671
175,810.354
176,815.024
177,807.744
178,817.549
179,817.329
180,815.622
181,822.610
182,826.500
183,827.805
184,816.610
185,817.183
186,817.439
187,821.939
188,834.159
189,826.183
190,837.146
191,832.317
192,829.671
193,827.744
194,836.561
195,830.183
196,823.049
197,839.280
198,831.695
199,839.122
200,839.122
201,839.512
202,834.146
203,848.390
204,838.585
205,841.707
206,841.732
207,853.183
208,843.671
209,839.098
210,848.780
211,842.878
212,848.512
213,840.500
214,847.439
215,852.744
216,848.963
217,848.232
218,848.963
219,850.854
220,862.329
221,856.646
222,845.744
223,855.585
224,863.451
225,856.037
226,861.756
227,857.988
228,858.854
229,861.134
230,854.500
231,860.293
232,860.280
233,868.780
234,866.463
235,868.159
236,865.890
237,858.293
238,864.915
239,863.390
240,876.537
241,862.585
242,876.902
243,870.024
244,874.671
245,880.427
246,878.415
247,872.122
248,882.280
249,877.110
250,869.988
251,873.585
252,879.744
253,876.695
254,878.488
255,890.598
256,877.610
257,882.049
258,884.317
259,884.037
260,879.195
261,886.012
262,900.402
263,892.171
264,897.744
265,895.329
266,889.524
267,893.122
268,893.378
269,892.256
270,900.122
271,894.122
272,894.659
273,897.171
274,905.244
275,904.537
276,901.329
277,905.951
278,906.061
279,911.500
280,912.805
281,913.598
282,907.476
283,911.390
284,912.354
285,907.415
286,907.061
287,911.110
288,911.232
289,912.220
290,908.585
291,923.488
292,920.183
293,922.244
294,928.159
295,918.963
296,920.732
297,934.195
298,932.280
299,930.829
300,930.488
301,932.390
302,934.671
303,937.622
304,925.110
305,936.268
306,934.598
307,930.720
308,934.232
309,935.195
310,931.768
311,939.524
312,941.171
313,941.305
314,949.061
315,936.622
316,941.329
317,948.866
318,951.500
319,937.744
320,951.512
321,950.573
322,952.000
323,952.939
324,945.890
325,945.854
326,955.427
327,953.646
328,953.537
329,963.110
330,946.256
331,962.732
332,953.768
333,957.841
334,961.037
335,966.061
336,961.134
337,970.976
338,964.671
339,969.890
340,965.780
341,967.659
342,963.329
343,968.939
344,971.890
345,970.159
346,970.134
347,981.866
348,967.220
349,982.012
350,981.951
351,986.317
352,983.524
353,980.512
354,980.695
355,984.171
356,982.854
357,988.732
358,994.780
359,981.000
360,976.866
361,981.720
362,988.695
363,985.244
364,986.341
365,987.549
366,987.695
367,990.183
368,996.622
369,995.244
370,1005.720
371,1003.537
372,1005.159
373,1004.354
374,998.220
375,1008.183
376,1007.134
377,1010.549
378,1006.049
379,1013.122
380,1011.476
381,1017.659
382,1003.171
383,1013.817
384,1011.244
385,1016.878
386,1014.841
387,1015.195
388,1025.561
389,1021.927
390,1024.951
391,1019.573
392,1031.707
393,1029.939
394,1035.293
395,1027.951
396,1033.061
397,1034.085
398,1041.695
399,1044.793
400,1035.134
401,1031.744
402,1039.256
403,1033.280
404,1041.061
405,1035.768
406,1045.988
407,1049.915
408,1045.073
409,1040.305
410,1046.756
411,1045.927
412,1046.061
413,1046.768
414,1052.037
415,1046.866
416,1048.171
417,1056.951
418,1062.122
419,1052.354
420,1056.573
421,1055.305
422,1063.646
423,1062.012
424,1065.463
425,1062.878
426,1064.244
427,1068.305
428,1073.146
429,1064.195
430,1067.671
431,1064.524
432,1076.232
433,1069.378
434,1076.780
435,1065.988
436,1077.841
437,1081.683
438,1082.866
439,1085.634
440,1077.280
441,1084.268
442,1073.878
443,1075.671
444,1085.463
445,1089.427
446,1074.976
447,1085.207
448,1082.841
449,1090.354
450,1091.646
451,1092.268
452,1094.110
453,1097.695
454,1079.585
455,1089.378
456,1077.634
457,1078.915
458,1096.232
459,1100.841
460,1091.244
461,1093.280
462,1082.207
463,1088.695
464,1087.146
465,1089.915
466,1089.829
467,1095.976
468,1104.427
469,1109.561
470,1102.756
471,1103.939
472,1108.195
473,1096.939
474,1116.293
475,1114.451
476,1110.817
477,1092.195
478,1106.268
479,1109.720
480,1115.780
481,1118.598
482,1115.976
483,1119.122
484,1125.890
485,1123.329
486,1127.366
487,1126.061
488,1131.866
489,1130.085
490,1126.817
491,1132.024
492,1137.061
493,1130.902
494,1135.976
495,1140.134
496,1132.195
497,1152.524
498,1146.415
499,1154.768
500,1151.756
501,1146.671
502,1146.232
503,1152.610
504,1160.268
505,1157.793
506,1155.720
507,1159.939
508,1161.890
509,1157.402
510,1161.500
511,1169.634
512,1167.805
513,1161.610
514,1174.683
515,1171.183
516,1179.354
517,1170.610
518,1179.878
519,1180.768
520,1179.927
521,1182.720
522,1180.841
523,1188.220
524,1190.939
525,1184.207
526,1182.159
527,1185.732
528,1193.317
529,1188.256
530,1188.415
531,1193.756
532,1187.256
533,1191.256
534,1196.427
535,1195.817
536,1201.902
537,1193.537
538,1194.805
539,1197.512
540,1201.793
541,1203.415
542,1208.171
543,1192.171
544,1208.976
545,1205.366
546,1215.915
547,1209.110
548,1213.659
549,1214.354
550,1212.207
551,1216.805
552,1216.451
553,1220.780
554,1230.817
555,1216.171
556,1232.268
557,1218.476
558,1222.012
559,1227.012
560,1221.244
561,1226.756
562,1215.841
563,1229.890
564,1236.939
565,1223.805
566,1237.512
567,1229.146
568,1228.671
569,1235.744
570,1236.024
571,1235.634
572,1243.927
573,1243.902
574,1240.963
575,1245.951
576,1250.463
577,1246.220
578,1253.305
579,1257.378
580,1245.329
581,1249.134
582,1250.537
583,1263.305
584,1260.890
585,1268.012
586,1257.756
587,1260.195
588,1270.061
589,1263.598
590,1265.378
591,1263.463
592,1268.220
593,1268.195
594,1277.756
595,1268.110
596,1272.341
597,1287.451
598,1270.720
599,1274.817
600,1276.280
601,1272.634
602,1280.183
603,1286.146
604,1283.415
605,1288.146
606,1288.610
607,1285.634
608,1286.244
609,1279.537
610,1283.232
611,1293.317
612,1292.293
613,1286.829
614,1293.634
615,1300.598
616,1292.024
617,1298.622
618,1296.195
619,1308.537
620,1302.659
621,1297.500
622,1309.171
623,1313.061
624,1316.134
625,1312.134
626,1308.829
627,1309.744
628,1309.720
629,1315.378
630,1306.268
631,1305.524
632,1314.854
633,1314.659
634,1318.402
635,1327.085
636,1314.146
637,1322.829
638,1323.037
639,1324.695
640,1315.524
641,1324.317
642,1324.000
643,1328.951
644,1323.061
645,1337.402
646,1330.256
647,1339.012
648,1336.915
649,1336.085
650,1339.012
651,1335.963
652,1337.427
653,1338.927
654,1334.622
655,1344.244
656,1344.573
657,1356.073
658,1335.646
659,1338.963
660,1346.854
661,1353.878
662,1352.500
663,1352.854
664,1349.988
665,1359.390
666,1363.622
667,1344.659
668,1353.012
669,1347.476
670,1359.549
671,1361.695
672,1350.024
673,1360.744
674,1372.073
675,1371.854
676,1358.841
677,1362.378
678,1366.878
679,1363.122
680,1363.610
681,1368.561
682,1367.244
683,1365.378
684,1378.707
685,1370.183
686,1376.159
687,1364.659
688,1383.415
689,1382.122
690,1382.256
691,1385.341
692,1377.476
693,1378.841
694,1372.268
695,1382.756
696,1393.024
697,1384.671
698,1390.878
699,1391.707
700,1398.707
701,1388.000
702,1400.756
703,1394.354
704,1399.963
705,1401.134
706,1397.329
707,1407.073
708,1397.890
709,1400.573
710,1412.293
711,1396.951
712,1413.232
713,1397.988
714,1395.061
715,1405.829
716,1412.415
717,1405.427
718,1408.573
719,1416.195
720,1416.012
721,1410.207
722,1419.305
723,1414.354
724,1418.634
725,1419.829
726,1415.195
727,1422.207
728,1419.244
729,1417.756
730,1420.793
731,1435.329
732,1432.305
733,1428.293
734,1425.354
735,1429.805
736,1430.049
737,1427.793
738,1434.768
739,1430.927
740,1435.756
741,1440.183
742,1431.085
743,1437.890
744,1445.829
745,1431.829
746,1429.476
747,1444.122
748,1436.841
749,1444.793
750,1442.951
751,1439.561
752,1434.451
753,1429.317
754,1452.159
755,1447.817
756,1438.963
757,1434.159
758,1448.732
759,1451.878
760,1449.817
761,1463.500
762,1443.902
763,1446.390
764,1455.500
765,1458.707
766,1442.890
767,1444.780
768,1450.024
769,1459.329
770,1458.146
771,1470.902
772,1461.841
773,1460.341
774,1463.183
775,1473.927
776,1457.805
777,1464.402
778,1460.427
779,1469.256
780,1466.159
781,1471.671
782,1459.390
783,1472.817
784,1475.280
785,1468.012
786,1471.671
787,1478.268
788,1470.805
789,1476.976
790,1466.768
791,1478.939
792,1476.512
793,1470.963
794,1473.963
795,1465.024
796,1473.622
797,1473.354
798,1473.598
799,1481.866
800,1481.159
801,1484.829
802,1484.817
803,1486.793
804,1483.500
805,1487.476
806,1488.585
807,1490.049
808,1486.037
809,1474.256
810,1490.817
811,1491.244
812,1491.341
813,1483.415
814,1493.268
815,1494.061
816,1494.878
817,1506.488
818,1497.622
819,1498.293
820,1499.488
821,1503.488
822,1502.573
823,1500.098
824,1494.573
825,1502.720
826,1505.073
827,1499.780
828,1494.415
829,1495.134
830,1500.878
831,1506.463
832,1497.500
833,1504.146
834,1502.561
835,1502.268
836,1512.402
837,1508.902
838,1515.988
839,1502.256
840,1511.622
841,1513.695
842,1515.890
843,1516.073
844,1530.183
845,1518.171
846,1513.085
847,1512.561
848,1507.500
849,1509.841
850,1510.622
851,1518.927
852,1511.549
853,1525.854
854,1512.476
855,1521.610
856,1514.634
857,1506.024
858,1522.524
859,1506.854
860,1511.756
861,1520.585
862,1520.793
863,1515.634
864,1517.805
865,1524.305
866,1518.049
867,1522.939
868,1527.195
869,1516.963
870,1516.610
871,1527.890
872,1526.549
873,1522.988
874,1521.073
875,1526.390
876,1524.488
877,1528.902
878,1530.756
879,1529.732
880,1523.244
881,1523.207
882,1530.500
883,1522.878
884,1533.073
885,1534.098
886,1546.817
887,1525.012
888,1529.012
889,1532.024
890,1534.256
891,1516.598
892,1534.988
893,1542.110
894,1533.890
895,1535.951
896,1539.939
897,1536.744
898,1535.000
899,1542.598
900,1543.634
901,1544.354
902,1545.268
903,1541.720
904,1536.476
905,1538.915
906,1540.549
907,1541.878
908,1538.512
909,1537.341
910,1541.451
911,1532.780
912,1551.000
913,1543.220
914,1550.402
915,1549.927
916,1549.951
917,1541.793
918,1542.427
919,1539.988
920,1549.085
921,1539.317
922,1539.402
923,1541.720
924,1546.634
925,1557.390
926,1546.561
927,1539.659
928,1544.341
929,1540.793
930,1542.073
931,1557.427
932,1552.012
933,1549.488
934,1556.024
935,1556.171
936,1557.256
937,1547.646
938,1545.183
939,1554.793
940,1549.378
941,1559.500
942,1560.524
943,1556.488
944,1562.500
945,1551.585
946,1558.268
947,1558.000
948,1560.512
949,1563.366
950,1555.561
951,1580.841
952,1557.512
953,1543.317
954,1562.134
955,1563.634
956,1562.390
957,1549.341
958,1563.549
959,1559.415
960,1557.378
961,1558.244
962,1560.354
963,1562.098
964,1549.329
965,1561.305
966,1546.098
967,1560.439
968,1546.744
969,1557.207
970,1563.280
971,1545.744
972,1560.927
973,1559.061
974,1558.878
975,1555.695
976,1557.878
977,1548.098
978,1559.610
979,1556.049
980,1561.915
981,1548.293
982,1555.549
983,1559.573
984,1569.829
985,1561.317
986,1560.768
987,1571.671
988,1559.439
989,1556.293
990,1559.451
991,1561.927
992,1560.146
993,1557.915
994,1543.390
995,1563.134
996,1551.268
997,1557.012
998,1559.780
999,1559.098
1000,1558.476
1001,1554.695
1002,1544.671
1003,1560.707
1004,1548.159
1005,1549.207
1006,1555.488
1007,1559.280
1008,1550.207
1009,1556.573
1010,1551.500
1011,1552.415
1012,1549.988
1013,1546.915
1014,1543.341
1015,1557.598
1016,1559.073
1017,1556.134
1018,1549.415
1019,1543.939
1020,1559.646
1021,1553.598
1022,1547.366
1023,1553.915
1024,1548.037
1025,1545.024
1026,1543.159
1027,1557.220
1028,1546.573
1029,1556.122
1030,1551.268
1031,1539.622
1032,1545.293
1033,1543.598
1034,1560.195
1035,1546.951
1036,1545.073
1037,1546.854
1038,1546.354
1039,1548.207
1040,1557.061
1041,1548.817
1042,1553.610
1043,1544.098
1044,1545.488
1045,1550.293
1046,1541.756
1047,1542.890
1048,1555.463
1049,1537.256
1050,1537.488
1051,1550.256
1052,1546.768
1053,1539.695
1054,1545.122
1055,1544.232
1056,1542.646
1057,1542.280
1058,1550.829
1059,1546.183
1060,1554.476
1061,1544.098
1062,1543.671
1063,1551.451
1064,1539.220
1065,1549.927
1066,1548.329
1067,1538.061
1068,1555.854
1069,1547.171
1070,1530.354
1071,1562.280
1072,1546.159
1073,1543.732
1074,1537.073
1075,1545.659
1076,1534.305
1077,1544.171
1078,1545.561
1079,1537.268
1080,1547.634
1081,1541.402
1082,1542.793
1083,1535.280
1084,1537.817
1085,1540.122
1086,1525.622
1087,1531.000
1088,1544.415
1089,1548.671
1090,1543.415
1091,1540.793
1092,1526.049
1093,1538.171
1094,1528.537
1095,1528.659
1096,1525.134
1097,1533.402
1098,1527.146
1099,1527.366
1100,1524.634
1101,1521.195
1102,1527.561
1103,1528.159
1104,1524.963
1105,1522.768
1106,1534.500
1107,1520.512
1108,1523.720
1109,1518.634
1110,1528.512
1111,1518.829
1112,1520.244
1113,1521.854
1114,1520.476
1115,1514.963
1116,1512.890
1117,1522.183
1118,1527.707
1119,1520.756
1120,1519.354
1121,1519.805
1122,1499.049
1123,1506.610
1124,1510.915
1125,1497.537
1126,1507.012
1127,1509.866
1128,1502.110
1129,1501.500
1130,1523.329
1131,1515.585
1132,1512.793
1133,1511.585
1134,1518.061
1135,1496.024
1136,1500.915
1137,1502.512
1138,1494.378
1139,1497.695
1140,1500.390
1141,1499.744
1142,1502.463
1143,1498.720
1144,1489.439
1145,1496.902
1146,1498.768
1147,1490.659
1148,1487.866
1149,1488.988
1150,1486.878
1151,1491.683
1152,1484.720
1153,1493.537
1154,1494.610
1155,1492.476
1156,1506.037
1157,1482.524
1158,1489.598
1159,1482.976
1160,1468.305
1161,1473.963
1162,1487.000
1163,1484.000
1164,1475.476
1165,1478.159
1166,1468.341
1167,1463.915
1168,1479.122
1169,1465.061
1170,1466.841
1171,1462.012
1172,1456.366
1173,1458.927
1174,1458.085
1175,1445.415
1176,1435.829
1177,1459.390
1178,1440.268
1179,1444.439
1180,1450.146
1181,1442.305
1182,1424.902
1183,1423.829
1184,1417.756
