 ,Value
1,835.854
2,872.195
3,902.927
4,928.976
5,932.220
6,942.244
7,957.463
8,959.780
9,958.610
10,965.305
11,962.354
12,963.829
13,973.793
14,966.866
15,975.915
16,974.963
17,981.634
18,984.256
19,975.463
20,981.866
21,981.939
22,988.159
23,989.159
24,993.537
25,987.939
26,992.890
27,999.293
28,996.232
29,988.634
30,1003.561
31,996.939
32,999.878
33,993.793
34,996.549
35,989.024
36,990.622
37,1000.585
38,1005.634
39,1011.159
40,1000.317
41,1006.122
42,1005.354
43,1006.756
44,1009.598
45,1008.902
46,1013.354
47,1016.707
48,1008.451
49,1008.512
50,1012.354
51,1005.476
52,1008.293
53,1014.768
54,1012.915
55,1017.098
56,1015.841
57,1015.695
58,1011.817
59,1013.793
60,1019.598
61,1010.817
62,1017.976
63,1011.073
64,1022.268
65,1025.183
66,1026.293
67,1017.232
68,1023.780
69,1011.134
70,1027.963
71,1014.268
72,1020.061
73,1016.024
74,1016.122
75,1022.207
76,1012.622
77,1024.280
78,1033.963
79,1034.683
80,1020.537
81,1036.195
82,1034.988
83,1027.585
84,1035.976
85,1028.171
86,1023.780
87,1031.439
88,1029.793
89,1029.707
90,1036.915
91,1026.610
92,1034.037
93,1048.927
94,1037.451
95,1035.402
96,1035.476
97,1037.744
98,1032.451
99,1042.585
100,1046.561
101,1041.122
102,1046.573
103,1048.378
104,1040.134
105,1043.573
106,1046.500
107,1049.976
108,1053.280
109,1045.890
110,1052.841
111,1046.378
112,1045.573
113,1043.805
114,1050.232
115,1047.610
116,1045.854
117,1056.659
118,1042.146
119,1054.963
120,1049.159
121,1046.634
122,1052.061
123,1061.683
124,1049.439
125,1055.695
126,1052.720
127,1046.476
128,1061.244
129,1058.256
130,1055.110
131,1060.012
132,1055.317
133,1050.098
134,1055.610
135,1058.744
136,1063.293
137,1060.841
138,1051.244
139,1061.768
140,1056.963
141,1062.122
142,1057.695
143,1066.866
144,1054.439
145,1063.134
146,1059.683
147,1061.439
148,1060.854
149,1069.878
150,1063.805
151,1060.902
152,1065.451
153,1074.463
154,1074.134
155,1063.561
156,1068.585
