 ,Value
1,819.988
2,854.232
3,887.305
4,909.427
5,926.024
6,925.134
7,932.476
8,935.610
9,947.915
10,960.671
11,957.915
12,962.024
13,953.817
14,960.780
15,967.122
16,967.829
17,965.268
18,967.280
19,961.646
20,968.756
21,971.220
22,968.415
23,980.524
24,977.195
25,978.390
26,980.902
27,977.256
28,981.976
29,985.951
30,987.439
31,979.732
32,985.037
33,979.976
34,988.561
35,988.549
36,987.390
37,985.085
38,986.463
39,986.622
40,987.671
41,1003.768
42,1001.549
43,988.268
44,990.280
45,999.439
46,1003.049
47,1007.049
48,995.451
49,994.354
50,1001.707
51,1011.585
52,997.744
53,994.037
54,1004.427
55,999.159
56,1004.183
57,1005.756
58,1013.000
59,1000.207
60,1006.329
61,1004.207
62,1008.390
63,1003.671
64,1002.707
65,1019.720
66,1003.585
67,1012.488
68,998.573
69,1012.171
70,1004.805
71,999.500
72,996.488
73,1008.951
74,1011.390
75,1016.866
76,1010.695
77,1010.207
78,1018.902
79,1017.378
80,1007.854
81,1027.293
82,1014.768
83,1015.207
84,1021.622
85,1018.463
86,1014.280
87,1014.561
88,1013.207
89,1017.402
90,1012.817
91,1015.793
92,1027.988
93,1021.463
94,1021.146
95,1022.354
96,1021.085
97,1022.134
98,1011.195
99,1017.146
100,1029.610
101,1029.049
102,1034.220
103,1026.598
104,1039.122
105,1027.549
106,1028.671
107,1020.000
108,1034.195
109,1037.610
110,1026.841
111,1032.951
112,1038.963
113,1039.890
114,1031.537
115,1036.622
116,1041.244
117,1034.073
118,1044.220
119,1037.683
120,1044.915
121,1038.293
122,1040.622
123,1040.659
124,1042.878
125,1044.659
126,1039.329
127,1043.951
128,1043.207
129,1044.732
130,1034.085
131,1043.134
132,1039.573
133,1035.988
134,1048.024
135,1044.549
136,1039.671
137,1047.817
138,1045.220
139,1036.915
140,1041.280
141,1046.171
142,1042.378
143,1046.098
144,1049.683
145,1046.951
146,1046.232
147,1050.854
148,1062.146
149,1047.207
150,1044.439
151,1052.659
152,1052.841
153,1054.171
154,1052.122
155,1052.866
156,1049.000
157,1056.195
158,1060.500
159,1060.817
160,1058.488
161,1054.829
162,1053.183
163,1057.500
164,1047.244
