 ,Value
1,498.671
2,522.573
3,557.244
4,554.329
5,569.890
6,578.159
7,572.988
8,578.720
9,581.171
10,586.049
11,582.659
12,585.024
13,593.049
14,596.207
15,590.744
16,599.402
17,600.817
18,601.256
19,597.707
20,601.268
21,602.866
22,609.268
23,608.573
24,603.939
25,610.146
26,606.268
27,606.354
28,615.280
29,611.305
30,610.963
31,613.524
32,615.268
33,616.805
34,603.146
35,618.366
36,612.207
37,612.402
38,616.366
39,608.817
40,608.573
41,612.793
42,613.561
43,613.171
44,614.622
45,617.293
46,617.878
47,620.463
48,619.902
49,616.220
50,619.037
51,620.646
52,622.098
53,622.598
54,622.488
55,620.146
56,619.646
57,618.000
58,622.073
59,628.402
60,624.098
61,624.951
62,622.622
63,623.537
64,629.110
65,624.671
66,624.890
67,630.098
68,626.146
69,630.927
70,626.232
71,618.927
72,614.561
73,625.841
74,630.354
75,631.512
76,630.939
77,626.549
78,627.293
79,640.073
80,637.634
81,642.524
82,639.085
83,635.305
84,643.183
85,640.902
86,633.659
87,639.195
88,644.744
89,642.915
90,644.829
91,639.683
92,646.183
93,647.756
94,648.720
95,646.402
96,649.024
97,639.098
98,643.768
99,645.744
100,643.476
101,639.098
102,645.073
103,644.451
104,651.171
105,653.902
106,649.707
107,649.963
108,657.780
109,656.622
110,651.634
111,651.683
112,655.451
113,655.634
114,663.671
115,650.171
116,665.707
117,660.354
118,656.439
119,656.244
120,665.805
121,662.598
122,665.585
123,655.366
124,660.207
125,660.780
126,664.341
127,667.561
128,663.134
129,664.610
130,668.146
131,671.524
132,660.195
133,666.293
134,672.585
135,670.646
136,666.878
137,673.280
138,668.293
139,680.329
140,673.780
141,681.488
142,675.744
143,673.585
144,676.341
145,679.549
146,680.732
147,677.341
148,672.634
149,678.329
150,681.524
151,682.780
152,681.244
153,683.402
154,689.305
155,679.951
156,686.110
157,689.902
158,695.110
159,693.183
160,692.317
161,689.037
162,697.317
163,695.610
164,696.463
165,700.476
166,698.683
167,690.598
168,704.305
169,705.963
170,698.280
171,701.402
172,691.707
173,695.780
174,700.976
175,703.915
176,711.537
177,701.159
178,707.439
179,704.768
180,703.915
181,704.171
182,704.427
183,711.317
184,715.780
185,710.207
186,716.951
187,713.171
188,714.720
189,713.561
190,715.927
191,714.439
192,722.110
193,720.683
194,718.720
195,716.634
196,722.695
197,721.854
198,731.939
199,729.756
200,732.341
201,724.829
202,732.683
203,722.268
204,729.646
205,735.134
206,737.098
207,732.000
208,734.402
209,732.720
210,726.195
211,738.780
212,735.195
213,736.122
214,738.134
215,740.780
216,735.171
217,738.634
218,744.951
219,738.744
220,743.305
221,749.915
222,750.268
223,748.890
224,752.073
225,748.671
226,756.439
227,759.793
228,755.537
229,753.561
230,757.963
231,759.829
232,756.073
233,757.537
234,761.829
235,764.671
236,762.598
237,762.110
238,773.390
239,762.329
240,770.378
241,770.744
242,766.000
243,760.939
244,765.732
245,769.976
246,768.915
247,771.878
248,770.012
249,778.280
250,769.951
251,771.329
252,770.537
253,784.293
254,779.793
255,781.037
256,779.549
257,781.549
258,779.732
259,783.634
260,781.671
261,790.671
262,790.537
263,785.293
264,794.244
265,791.720
266,800.902
267,798.329
268,792.732
269,801.280
270,804.707
271,805.134
272,801.085
273,795.000
274,803.573
275,797.805
276,806.134
277,808.134
278,808.366
279,802.561
280,806.512
281,810.220
282,808.537
283,810.451
284,812.963
285,817.524
286,820.146
287,816.354
288,815.195
289,817.220
290,826.951
291,819.378
292,813.183
293,827.402
294,823.354
295,828.732
296,832.927
297,821.024
298,824.122
299,836.890
300,820.732
301,837.354
302,840.134
303,846.939
304,830.024
305,844.707
306,837.220
307,843.159
308,850.476
309,843.195
310,839.012
311,848.512
312,840.159
313,853.768
314,853.183
315,859.305
316,844.939
317,848.829
318,852.915
319,856.780
320,856.902
321,855.585
322,858.024
323,865.220
324,863.866
325,864.537
326,860.256
327,859.841
328,872.817
329,865.427
330,867.159
331,870.841
332,874.756
333,873.329
334,869.610
335,873.476
336,874.805
337,874.561
338,881.073
339,875.927
340,879.439
341,885.171
342,881.134
343,882.268
344,891.683
345,883.549
346,893.012
347,894.232
348,894.451
349,895.683
350,895.171
351,901.317
352,900.000
353,897.012
354,901.793
355,904.902
356,896.805
357,903.098
358,910.195
359,907.146
360,908.927
361,900.732
362,909.963
363,907.256
364,911.463
365,911.293
366,916.341
367,920.646
368,916.073
369,917.049
370,917.146
371,915.390
372,922.890
373,916.195
374,923.780
375,923.220
376,929.671
377,926.817
378,929.537
379,930.085
380,937.646
381,932.988
382,935.207
383,936.390
384,939.780
385,933.793
386,951.110
387,951.622
388,946.134
389,947.756
390,947.732
391,944.756
392,951.012
393,940.841
394,954.878
395,957.805
396,952.012
397,955.951
398,961.817
399,963.561
400,962.390
401,969.500
402,970.415
403,960.134
404,970.317
405,977.902
406,974.012
407,975.817
408,973.317
409,978.573
410,973.012
411,981.378
412,980.695
413,983.159
414,987.427
415,988.098
416,980.317
417,979.634
418,985.512
419,995.610
420,994.768
421,988.817
422,990.927
423,988.476
424,1001.951
425,998.866
426,993.183
427,997.780
428,1010.427
429,1006.024
430,1001.622
431,1016.390
432,1016.744
433,1011.780
434,1013.110
435,1012.207
436,1014.915
437,1016.976
438,1015.134
439,1012.232
440,1009.988
441,1020.951
442,1025.939
443,1034.024
444,1028.024
445,1025.329
446,1026.378
447,1031.183
448,1032.293
449,1032.695
450,1026.659
451,1026.805
452,1035.744
453,1032.646
454,1027.756
455,1027.500
456,1032.329
457,1016.329
458,1022.317
459,1034.866
460,1041.488
461,1026.488
462,1036.207
463,1030.256
464,1032.939
465,1041.512
466,1047.195
467,1041.244
468,1049.634
469,1043.244
470,1057.780
471,1053.951
472,1051.951
473,1059.146
474,1057.000
475,1052.634
476,1059.488
477,1064.439
478,1064.354
479,1068.256
480,1061.707
481,1064.598
482,1071.646
483,1073.085
484,1069.341
485,1073.878
486,1077.488
487,1092.098
488,1081.537
489,1080.500
490,1092.573
491,1083.366
492,1090.963
493,1087.012
494,1088.610
495,1093.512
496,1102.634
497,1097.683
498,1098.134
499,1102.268
500,1103.220
501,1105.061
502,1103.488
503,1110.915
504,1110.512
505,1111.890
506,1109.622
507,1116.561
508,1118.512
509,1118.134
510,1132.695
511,1136.768
512,1126.268
513,1132.817
514,1124.780
515,1129.037
516,1129.415
517,1144.939
518,1137.634
519,1139.549
520,1143.305
521,1146.146
522,1135.793
523,1145.695
524,1138.378
525,1153.122
526,1150.463
527,1153.061
528,1154.744
529,1149.537
530,1157.890
531,1160.329
532,1161.329
533,1161.939
534,1159.268
535,1171.805
536,1161.915
537,1166.415
538,1160.476
539,1168.537
540,1176.890
541,1181.866
542,1177.024
543,1181.732
544,1184.366
545,1175.476
546,1189.476
547,1184.024
548,1177.463
549,1176.878
550,1194.841
551,1185.585
552,1198.402
553,1199.890
554,1200.256
555,1208.354
556,1198.183
557,1200.073
558,1194.915
559,1197.402
560,1204.195
561,1202.439
562,1199.915
563,1199.134
564,1207.415
565,1195.573
566,1215.012
567,1213.561
568,1217.671
569,1218.354
570,1210.866
571,1210.098
572,1220.415
573,1225.341
574,1222.951
575,1232.024
576,1229.646
577,1228.646
578,1235.902
579,1235.134
580,1246.085
581,1236.146
582,1235.902
583,1247.049
584,1240.598
585,1244.183
586,1239.793
587,1232.305
588,1249.305
589,1249.000
590,1245.354
591,1249.988
592,1244.085
593,1253.598
594,1264.427
595,1264.488
596,1269.244
597,1269.280
598,1265.585
599,1271.622
600,1270.024
601,1267.183
602,1267.220
603,1268.915
604,1276.220
605,1277.902
606,1281.720
607,1280.573
608,1281.098
609,1281.171
610,1273.817
611,1285.244
612,1282.817
613,1295.073
614,1295.024
615,1295.439
616,1294.049
617,1295.817
618,1296.659
619,1298.183
620,1309.268
621,1300.488
622,1307.061
623,1308.366
624,1308.683
625,1300.610
626,1310.268
627,1312.622
628,1315.585
629,1320.268
630,1309.634
631,1303.476
632,1321.012
633,1318.976
634,1318.415
635,1313.537
636,1320.256
637,1320.232
638,1328.354
639,1318.244
640,1314.817
641,1338.122
642,1334.622
643,1338.805
644,1342.049
645,1333.427
646,1335.256
647,1333.134
648,1334.939
649,1344.878
650,1351.061
651,1354.280
652,1345.354
653,1345.610
654,1344.646
655,1352.159
656,1362.061
657,1360.280
658,1358.439
659,1355.634
660,1357.366
661,1354.183
662,1370.707
663,1368.305
664,1369.354
665,1366.159
666,1360.256
667,1364.354
668,1360.671
669,1364.085
670,1374.098
671,1387.500
672,1380.122
673,1380.976
674,1373.098
675,1366.463
676,1384.780
677,1384.756
678,1375.817
679,1386.268
680,1392.646
681,1392.829
682,1387.293
683,1389.683
684,1400.415
685,1393.061
686,1401.280
687,1407.317
688,1394.585
689,1402.988
690,1403.000
691,1405.866
692,1402.378
693,1422.549
694,1408.463
695,1405.561
696,1414.646
697,1412.744
698,1410.268
699,1413.768
700,1412.000
701,1408.451
702,1418.951
703,1423.829
704,1410.915
705,1423.707
706,1424.341
707,1420.683
708,1413.732
709,1427.744
710,1436.976
711,1428.963
712,1433.707
713,1440.805
714,1442.244
715,1439.037
716,1437.415
717,1443.134
718,1448.476
719,1438.732
720,1439.780
721,1435.463
722,1449.890
723,1455.341
724,1445.646
725,1445.829
726,1447.622
727,1451.622
728,1459.610
729,1445.207
730,1454.927
731,1459.988
732,1455.537
733,1455.780
734,1454.415
735,1445.073
736,1461.976
737,1469.671
738,1468.195
739,1462.329
740,1475.220
741,1471.890
742,1464.707
743,1468.427
744,1470.463
745,1476.451
746,1474.000
747,1481.439
748,1478.854
749,1481.524
750,1483.390
751,1484.841
752,1478.073
753,1486.415
754,1485.122
755,1490.159
756,1494.488
757,1485.927
758,1488.427
759,1492.732
760,1490.829
761,1487.415
762,1496.012
763,1484.890
764,1495.061
765,1495.073
766,1491.720
767,1503.415
768,1496.744
769,1492.768
770,1506.780
771,1513.573
772,1507.232
773,1506.439
774,1495.634
775,1506.110
776,1513.854
777,1519.793
778,1515.317
779,1517.768
780,1514.573
781,1508.915
782,1513.646
783,1521.610
784,1515.098
785,1511.939
786,1515.561
787,1517.000
788,1521.537
789,1532.780
790,1531.805
791,1530.756
792,1524.561
793,1518.707
794,1540.720
795,1532.951
796,1536.329
797,1530.500
798,1542.744
799,1536.427
800,1533.610
801,1544.951
802,1544.183
803,1549.598
804,1543.561
805,1535.476
806,1551.024
807,1555.805
808,1549.415
809,1542.488
810,1545.159
811,1543.183
812,1548.512
813,1547.927
814,1543.354
815,1556.939
816,1556.268
817,1549.305
818,1558.195
819,1554.561
820,1561.976
821,1555.646
822,1561.939
823,1558.463
824,1547.805
825,1565.366
826,1573.024
827,1570.134
828,1569.634
829,1564.902
830,1560.415
831,1558.915
832,1571.780
833,1576.463
834,1578.720
835,1579.793
836,1571.390
837,1567.073
838,1583.634
839,1580.744
840,1569.171
841,1566.037
842,1572.146
843,1575.134
844,1580.915
845,1567.232
846,1567.976
847,1586.939
848,1584.902
849,1581.232
850,1570.024
851,1577.488
852,1576.232
853,1582.439
854,1582.366
855,1593.488
856,1586.561
857,1578.024
858,1579.268
859,1591.756
860,1591.110
861,1587.610
862,1586.549
863,1594.134
864,1593.037
865,1596.671
866,1592.780
867,1586.622
868,1599.146
869,1582.061
870,1600.402
871,1591.293
872,1584.951
873,1586.744
874,1588.378
875,1598.366
876,1592.341
877,1591.805
878,1600.305
879,1596.951
880,1601.378
881,1595.890
882,1592.683
883,1606.207
884,1603.317
885,1598.634
886,1601.134
887,1608.232
888,1597.524
889,1606.976
890,1600.232
891,1600.878
892,1609.476
893,1605.573
894,1595.488
895,1603.280
896,1613.415
897,1615.646
898,1620.329
899,1612.098
900,1606.683
901,1615.305
902,1622.220
903,1605.744
904,1622.561
905,1621.610
906,1624.939
907,1618.293
908,1622.207
909,1615.585
910,1619.280
911,1630.659
912,1633.963
913,1639.500
914,1628.720
915,1629.037
916,1616.573
917,1626.610
918,1629.256
919,1630.183
920,1628.890
921,1629.963
922,1620.220
923,1634.866
924,1635.634
925,1637.183
926,1641.256
927,1626.683
928,1640.500
929,1632.963
930,1629.256
931,1633.707
932,1639.159
933,1636.183
934,1648.915
935,1642.390
936,1638.927
937,1648.488
938,1638.061
939,1636.146
940,1639.085
941,1645.232
942,1652.476
943,1627.878
944,1636.817
945,1634.366
946,1644.098
947,1642.195
948,1624.939
949,1632.537
950,1638.207
951,1647.671
952,1641.402
953,1640.354
954,1648.927
955,1652.049
956,1650.085
957,1641.854
958,1646.000
959,1651.415
960,1649.256
961,1649.829
962,1650.659
