 ,Value
1,736.988
2,780.061
3,805.549
4,820.024
5,828.915
6,839.024
7,845.671
8,854.293
9,859.415
10,863.037
11,859.720
12,867.976
13,863.085
14,869.317
15,860.549
16,870.207
17,875.402
18,885.463
19,873.695
20,878.451
21,876.280
22,882.829
23,867.939
24,884.561
25,883.195
26,882.268
27,879.646
28,891.085
29,877.951
30,888.768
31,886.841
32,883.841
33,886.012
34,884.207
35,885.598
36,894.598
37,904.098
38,894.659
39,891.049
40,896.890
41,901.122
42,901.768
43,901.512
44,900.280
45,908.610
46,897.817
47,899.256
48,908.366
49,901.183
50,898.024
51,909.195
52,906.963
53,898.061
54,911.524
55,903.829
56,907.378
57,907.402
58,905.768
59,902.280
60,909.951
61,908.585
62,905.829
63,905.341
64,911.866
65,908.476
66,901.402
67,918.671
68,905.159
69,914.305
70,909.988
71,901.280
72,899.415
73,912.207
74,911.585
75,910.439
76,917.768
77,916.024
78,911.854
79,925.207
80,917.451
81,919.146
82,914.951
83,921.415
84,910.317
85,927.610
86,923.659
87,921.622
88,919.146
89,929.195
90,924.744
91,922.171
92,931.622
93,923.841
94,923.366
95,924.451
96,929.110
97,923.963
98,921.878
99,927.707
100,927.878
101,925.817
102,937.220
103,927.073
104,936.305
105,937.561
106,934.390
107,924.415
108,930.939
109,934.463
110,932.549
111,930.780
112,932.390
113,931.817
114,940.598
115,942.427
116,939.488
117,940.476
118,937.098
119,937.488
120,948.305
121,945.000
122,941.110
123,943.366
124,937.488
125,947.402
126,943.134
127,938.341
128,943.171
129,941.073
130,949.049
131,952.890
132,940.341
133,957.573
134,952.085
135,947.805
136,950.073
137,957.122
138,955.159
139,950.805
140,958.598
141,947.439
142,959.195
143,950.622
144,946.341
145,952.537
146,956.341
147,959.451
148,959.854
149,957.207
150,943.537
151,957.280
152,957.110
153,952.500
154,963.085
155,962.012
156,957.366
157,955.793
158,951.841
159,955.768
160,958.854
161,957.146
162,966.829
163,968.866
164,971.341
165,963.695
166,973.061
167,967.341
168,972.598
169,962.646
170,967.988
171,967.963
172,973.134
173,973.768
174,968.110
175,962.561
176,969.049
177,974.085
178,976.976
179,971.841
180,983.329
181,974.159
182,982.293
183,990.890
184,975.756
185,974.659
186,982.024
187,977.927
188,971.622
189,982.780
190,995.598
191,982.146
192,985.610
193,982.780
194,984.841
195,985.293
196,985.378
197,982.512
198,990.646
199,986.866
200,997.878
201,987.000
202,993.049
203,994.671
204,991.122
205,987.573
206,994.159
207,988.073
208,1000.073
209,998.024
210,994.488
211,1003.122
212,992.854
213,1002.927
214,999.049
215,1003.951
216,1001.049
217,996.561
218,1004.183
219,1004.232
220,999.524
221,1002.866
222,1009.927
223,1001.854
224,1007.707
225,1004.305
226,1003.524
227,1012.866
228,1013.402
229,1011.780
230,1013.354
231,1007.951
232,1009.512
233,1001.159
234,1012.244
235,1017.793
236,1014.841
237,1010.256
238,1006.488
239,1006.866
240,1012.561
241,1012.317
242,1017.598
243,1016.293
244,1017.720
245,1029.976
246,1012.317
247,1024.890
248,1021.354
249,1019.329
250,1029.317
251,1022.659
252,1022.744
253,1029.671
254,1022.366
255,1024.951
256,1035.805
257,1023.817
258,1031.476
259,1026.756
260,1030.720
261,1030.720
262,1036.866
263,1035.085
264,1031.463
265,1032.817
266,1033.744
267,1041.122
268,1038.037
269,1042.463
270,1037.963
271,1038.524
272,1042.305
273,1043.598
274,1033.024
275,1039.476
276,1043.024
277,1036.732
278,1040.512
279,1045.500
280,1046.134
281,1042.817
282,1044.683
283,1056.110
284,1047.817
285,1052.659
286,1047.317
287,1048.134
288,1047.305
289,1048.963
290,1060.195
291,1054.256
292,1061.768
293,1049.110
294,1059.378
295,1061.598
296,1057.707
297,1062.817
298,1063.159
299,1064.171
300,1069.012
301,1071.634
302,1063.341
303,1059.585
304,1058.378
305,1060.537
306,1060.171
307,1070.122
308,1070.683
309,1064.293
310,1065.256
311,1064.476
312,1062.280
313,1071.573
314,1072.390
315,1069.768
316,1061.146
317,1066.573
318,1074.268
319,1071.195
320,1074.622
321,1074.500
322,1071.744
323,1058.963
324,1081.902
325,1088.220
326,1081.866
327,1076.488
328,1079.939
329,1077.988
330,1079.305
331,1082.780
332,1077.256
333,1094.439
334,1076.720
335,1083.280
336,1072.756
337,1077.598
338,1069.829
339,1078.000
340,1085.439
341,1090.573
342,1085.927
343,1090.427
344,1094.488
345,1083.171
346,1096.305
347,1093.890
348,1098.341
349,1091.146
350,1096.415
351,1102.061
352,1101.549
353,1095.232
354,1097.378
355,1090.159
356,1090.927
357,1104.024
358,1094.902
359,1094.817
360,1098.963
361,1095.293
362,1094.915
363,1110.524
364,1099.061
365,1098.488
366,1105.415
367,1103.012
368,1095.866
369,1112.220
370,1107.305
371,1117.756
372,1107.598
373,1107.122
374,1105.732
375,1101.585
376,1105.744
377,1117.317
378,1111.512
379,1112.732
380,1110.829
381,1111.195
382,1118.780
383,1118.171
