 ,Value
1,805.024
2,838.598
3,857.793
4,880.573
5,900.549
6,897.341
7,910.695
8,915.000
9,925.256
10,922.829
11,925.329
12,931.646
13,924.134
14,938.512
15,934.073
16,934.171
17,941.793
18,949.488
19,936.476
20,949.024
21,949.134
22,950.573
23,940.329
24,949.671
25,951.415
26,955.573
27,960.000
28,960.476
29,953.439
30,958.598
31,959.476
32,959.671
33,968.610
34,965.012
35,964.012
36,964.598
37,959.402
38,959.817
39,963.293
40,958.622
41,958.329
42,965.720
43,969.024
44,963.366
45,972.841
46,967.317
47,965.366
48,963.963
49,967.354
50,967.780
51,968.744
52,969.780
53,979.293
54,982.341
55,983.378
56,971.598
57,970.512
58,978.207
59,971.878
60,977.939
61,981.988
62,974.695
63,978.890
64,980.573
65,979.976
66,980.073
67,987.622
68,977.146
69,980.244
70,976.829
71,970.524
72,967.524
73,981.463
74,992.146
75,981.720
76,988.878
77,986.439
78,984.878
79,989.988
80,987.488
81,992.293
82,997.171
83,987.841
84,981.159
85,995.402
86,989.207
87,982.841
88,992.000
89,996.793
90,989.646
91,991.988
92,992.720
93,994.171
94,990.622
95,994.439
96,996.256
97,991.402
98,1000.256
99,1003.707
100,1001.963
101,996.622
102,1009.012
103,1000.549
104,1001.488
105,1000.451
106,1004.854
107,1006.378
108,1007.634
109,995.732
110,1007.024
111,1008.171
112,1002.171
113,1002.817
114,1005.549
115,1012.756
116,1005.049
117,1003.939
118,1012.427
119,1005.122
120,1008.598
121,1012.232
122,1014.683
123,1020.293
124,1008.890
125,1016.073
126,1014.622
127,1017.732
128,1016.366
129,1008.122
130,1013.561
131,1008.134
132,1014.854
133,1016.488
134,1012.122
135,1011.817
136,1018.524
137,1020.232
138,1020.512
139,1035.110
140,1035.390
141,1030.732
142,1017.085
143,1018.268
144,1025.024
145,1023.207
146,1018.805
147,1026.500
148,1023.195
149,1022.354
150,1028.951
151,1020.024
152,1027.878
153,1031.207
154,1036.951
155,1033.915
156,1027.244
157,1025.451
158,1031.598
159,1032.207
160,1028.049
161,1018.305
162,1040.598
163,1037.549
164,1034.110
165,1038.695
166,1047.451
167,1038.195
168,1038.902
169,1044.780
170,1048.732
171,1036.720
172,1036.707
173,1035.732
174,1044.451
175,1036.976
176,1043.622
177,1035.061
178,1050.963
179,1052.341
180,1055.134
181,1051.073
182,1046.805
183,1049.256
184,1050.195
185,1048.000
186,1049.415
187,1051.866
188,1054.341
189,1045.659
190,1050.622
191,1052.634
192,1049.256
193,1065.549
194,1053.646
195,1060.268
196,1056.037
197,1055.939
198,1057.878
199,1052.829
200,1057.963
201,1053.939
202,1057.024
203,1064.512
204,1063.805
205,1057.195
206,1069.829
207,1069.293
208,1064.963
209,1061.878
210,1067.488
211,1068.354
212,1074.817
213,1053.037
214,1063.195
215,1063.402
216,1069.451
217,1060.451
218,1064.768
